1,[0, 0, 0],16:24:55
0,[0, 0, 0],16:25:09
1,[0, 0, 0],16:25:12
0,[0, 0, 0],16:25:15
1,[0, 0, 0],16:25:16
0,[0, 0, 0],16:25:18
1,[0, 0, 0],16:25:19
0,[0, 0, 0],16:25:20
